SYMBOL,MARKET_CAP,MARKET_CAP_CATEGORY,PE_RATIO,PRICE_TO_BOOK,ROE,DEBT_TO_EQUITY,OPERATING_MARGIN,PROFIT_MARGIN,REVENUE_GROWTH,EARNINGS_GROWTH,CURRENT_PRICE,SECTOR,RAW_SECTOR,INDUSTRY,FETCH_DATE,REVENUE_GROWTH_SCORE,EARNINGS_GROWTH_SCORE,GROWTH_SCORE,GROWTH_RANK,ROE_SCORE,OPERATING_MARGIN_SCORE,PROFIT_MARGIN_SCORE,DEBT_PENALTY,QUALITY_SCORE,QUALITY_RANK,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,PLEDGE_PERCENT,OWNERSHIP_SCORE,OWNERSHIP_RANK,VALUATION_SCORE,VALUATION_RANK,VALUATION_STATUS,ROE_FACTOR,MARGIN_FACTOR,DEBT_FACTOR,QUALITY_FACTOR,REVENUE_FACTOR,EARNINGS_FACTOR,GROWTH_FACTOR,PE_FACTOR,PB_FACTOR,VALUE_FACTOR,PROMOTER_FACTOR,FII_FACTOR,OWNERSHIP_FACTOR,FACTOR_SCORE,FACTOR_RANK,FACTOR_GRADE
ACUTAAS,230082412544.0,LARGE CAP,80.29429,16.282722,0.23516001,2.081,0.41678002,0.25798,0.439,1.056,2810.3,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,43.9,105.6,74.75,335,23.516001,41.678002,25.798,2.081,26.97540095,101,59.81,20.82,24.01,9.1,32.272,133,41.795471581095725,1037,FAIR VALUE,97.06867671691792,93.1323283082077,76.42378559463987,91.36515912897822,85.72026800670017,88.31658291457286,87.01842546063651,11.782945736434108,3.79045996592845,7.786702851181279,83.16582914572864,81.36515912897822,82.26549413735343,71.52551477459136,46,STRONG
ARIHANT,7663459840.0,SMALL CAP,13.821932,2.580042,0.0,93.207,0.26424,0.18591,0.968,0.947,891.1,REALTY,Real Estate,Real Estate - Development,2026-05-11,96.8,94.7,95.75,265,0.0,26.424,18.591,93.207,3.254249999999997,973,61.41,13.54,8.87,3.19,27.454,385,220.06457007624624,267,UNDERVALUED,42.27386934673367,84.84087102177554,15.452261306532664,53.93634840871022,94.13735343383584,87.39530988274706,90.76633165829145,80.87855297157623,46.97614991482112,63.927351443198674,88.37939698492463,64.6356783919598,76.50753768844221,71.49778184642868,47,STRONG
DCBBANK,56158556160.0,MID CAP,7.64461,0.85911834,0.11968,0.0,0.34235,0.24443,0.124,0.134,174.45,BANKING,Financial Services,Banks - Regional,2026-05-11,12.4,13.4,12.9,1044,11.968,34.235,24.443,0.0,20.57005,168,31.81,20.37,11.3,4.57,19.6125,1597,92.73803520244056,591,UNDERVALUED,90.11725293132329,90.03350083752095,93.27889447236181,90.71608040201006,54.731993299832496,63.463149078726964,59.09757118927973,93.43669250645995,80.62180579216354,87.02924914931174,10.343383584589615,80.23450586264657,45.288944723618094,71.4077342519729,48,STRONG
UJJIVANSFB,114877513728.0,MID CAP,16.83191,1.8051821,0.10739,0.0,0.29524,0.16572,0.444,2.34,59.08,BANKING,Financial Services,Banks - Regional,2026-05-11,44.4,234.0,139.2,191,10.739,29.524,16.572,0.0,16.75885,232,13.91,10.0,13.16,0.26,11.1325,2319,436.06022823514735,168,UNDERVALUED,89.0284757118928,87.10217755443887,93.27889447236181,89.10804020100504,85.78308207705193,93.5929648241206,89.68802345058626,72.81653746770026,60.09369676320273,66.45511711545149,1.8425460636515913,41.9179229480737,21.880234505862646,71.30588941974021,49,STRONG
SUNTECK,47525421056.0,SMALL CAP,23.21736,1.42275,0.052270003,17.311,0.27405,0.18185,0.645,0.262,323.65,REALTY,Real Estate,Real Estate - Development,2026-05-11,64.5,26.200000000000003,45.35,494,5.2270003,27.405,18.185,17.311,12.866100105,344,45.81,13.5,8.86,6.65,21.6335,1265,56.66275213993847,896,FAIR VALUE,85.59463986599664,85.59463986599664,53.47571189279732,79.17085427135679,90.78726968174205,71.52428810720268,81.15577889447236,58.552971576227385,66.396933560477,62.474952568352194,42.50418760469012,64.19597989949749,53.3500837520938,71.26299721383793,50,STRONG
CHENNPETRO,156565438464.0,MID CAP,5.04559,1.409374,0.32126,17.68,0.11215,0.04875,-0.025,2.025,1051.4,POWER,Energy,Oil & Gas Refining & Marketing,2026-05-11,-2.5,202.5,100.0,252,32.126,11.215,4.875,17.68,14.059349999999997,294,55.43,22.97,17.93,3.29,30.445,197,1233.2354911061566,90,UNDERVALUED,98.53433835845897,57.32830820770519,53.18257956448911,72.98157453936349,22.8643216080402,93.04857621440536,57.95644891122278,97.36434108527132,66.90800681431006,82.13617394979069,70.62395309882747,84.46398659966499,77.54396984924622,71.21743579498327,51,STRONG
STEELCITY,1234400768.0,MICRO CAP,7.269573,0.9245618,0.106800005,7.159,0.26748,0.21699,0.19,0.226,81.71,OTHERS,Financial Services,Capital Markets,2026-05-11,19.0,22.6,20.8,851,10.6800005,26.748,21.699,7.159,16.471250174999998,241,48.03,9.1,3.17,6.86,19.647,1588,131.21564076725247,394,UNDERVALUED,88.94472361809045,85.09212730318258,65.49413735343383,82.71356783919599,66.62479061976549,69.30485762144055,67.96482412060303,94.05684754521964,78.96081771720614,86.5088326312129,48.49246231155779,37.039363484087104,42.765912897822446,71.05846669374677,52,STRONG
NAVINFLUOR,362668654592.0,LARGE CAP,54.28341,10.026059,0.20105,31.997,0.29853,0.20023,0.338,1.165,7071.5,CHEMICALS,Basic Materials,Chemicals,2026-05-11,33.800000000000004,116.5,75.15,334,20.105,29.853,20.023,31.997,17.7987,212,61.96,29.26,25.78,2.82,36.627,50,68.11338789476962,823,FAIR VALUE,95.68676716917923,87.31155778894473,40.766331658291456,81.35259631490787,81.4070351758794,88.94472361809045,85.17587939698493,20.516795865633075,9.66780238500852,15.092299125320796,89.928810720268,90.74539363484088,90.33710217755444,71.04442297414289,53,STRONG
STARTECK,2456077056.0,MICRO CAP,12.410115,0.9655514,0.0,108.108,0.91661,0.66617996,1.162,1.06,247.83,OTHERS,Financial Services,Credit Services,2026-05-11,116.2,106.0,111.1,228,0.0,91.661,66.617996,108.108,33.341999,80,49.23,10.13,1.66,8.14,19.8705,1552,290.5360957808308,221,UNDERVALUED,42.27386934673367,98.91122278056952,12.43718592964824,58.96147403685093,95.51926298157454,88.40033500837521,91.95979899497488,84.34108527131782,77.76831345826236,81.05469936479008,52.324120603015075,42.734505862646564,47.529313232830816,70.99318442907192,54,STRONG
GARUDA,17663975424.0,SMALL CAP,16.551874,4.559209,0.0,0.023,0.32152,0.22895001,1.25,1.476,189.85,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,125.0,147.6,136.3,198,0.0,32.151999999999994,22.895001,0.023,15.367050249999998,259,48.73,14.28,1.99,6.62,21.175,1339,276.5193113749,227,UNDERVALUED,42.27386934673367,88.69346733668341,85.92964824120602,69.57286432160805,95.89614740368509,90.78726968174205,93.34170854271358,73.64341085271317,27.086882453151617,50.365146652932395,51.17252931323283,69.26298157453937,60.2177554438861,70.99095227866019,55,STRONG
LTF,739107864576.0,LARGE CAP,24.810764,2.7974017,0.111169994,393.442,0.43723,0.33077,0.319,0.264,295.0,OTHERS,Financial Services,Credit Services,2026-05-11,31.9,26.4,29.15,674,11.1169994,43.723,33.077,393.442,-14.067100210000005,2112,53.26,43.67,10.86,0.22,34.434999999999995,87,44.25806975541201,1007,FAIR VALUE,89.23785594639865,93.67671691792296,2.1775544388609713,73.60134003350085,80.06700167504187,71.56616415410384,75.81658291457285,54.67700258397933,43.14310051107325,48.910051547526294,64.38442211055276,99.16247906197655,81.77345058626466,70.9620773111803,56,STRONG
PNB,1202391744512.0,LARGE CAP,6.53875,0.8073777,0.12985,0.0,0.29405,0.31221,0.152,0.019,104.62,BANKING,Financial Services,Banks - Regional,2026-05-11,15.2,1.9,8.549999999999999,1196,12.985,29.405,31.221,0.0,21.1715,160,28.51,20.66,19.3,8.95,20.1065,1518,51.99197010213874,938,FAIR VALUE,90.74539363484088,86.80904522613065,93.27889447236181,89.67755443886098,59.84087102177554,55.06700167504187,57.4539363484087,95.81395348837209,82.02725724020443,88.92060536428826,8.542713567839195,80.90452261306532,44.72361809045226,70.86829192712901,57,STRONG
VETO,2164960000.0,MICRO CAP,9.068055,0.7823336,0.0,5.817,0.097959995,0.07086,0.245,0.816,113.26,CAPITAL GOODS,Industrials,Electrical Equipment & Parts,2026-05-11,24.5,81.6,53.05,430,0.0,9.7959995,7.086,5.817,4.1285998500000005,894,54.71,14.91,9.97,4.62,25.652,572,312.7165645016927,210,UNDERVALUED,42.27386934673367,52.2822445561139,67.50418760469012,51.323283082077054,73.36683417085426,85.72026800670017,79.5435510887772,91.52454780361758,82.75127768313459,87.13791274337609,68.34170854271356,72.84338358458962,70.59254606365158,70.80614201266181,58,STRONG
LUPIN,1031433224192.0,LARGE CAP,19.387245,5.2478895,0.26907,29.388,0.24244,0.19073999,0.319,0.89,2255.9,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,31.9,89.0,60.45,387,26.907,24.244,19.073999,29.388,18.52034975,199,42.72,30.98,25.21,10.0,29.5485,243,145.4992089038235,363,UNDERVALUED,97.69681742043551,82.83082077051927,43.17420435510888,80.8458961474037,80.06700167504187,86.55778894472361,83.31239530988273,66.56330749354005,23.126064735945487,44.84468611474277,33.29145728643216,92.08542713567839,62.688442211055275,70.75411310234554,59,STRONG
MCX,811365433344.0,LARGE CAP,60.895893,26.044933,0.37883,0.113,0.73859,0.54818,2.0,2.912,3187.9,OTHERS,Financial Services,Financial Data & Stock Exchanges,2026-05-11,200.0,291.2,245.6,106,37.883,73.859,54.818,0.113,49.109950000000005,42,38.44,28.89,10.61,4.21,24.3525,786,145.266664713529,365,UNDERVALUED,99.07872696817421,97.27805695142379,85.00837520938023,95.54438860971524,97.65494137353434,94.59798994974874,96.12646566164153,17.984496124031008,1.6609880749574104,9.822742099494208,21.273031825795645,90.53601340033501,55.904522613065325,70.64670922391893,60,STRONG
GODREJPROP,540457074688.0,LARGE CAP,29.19935,2.9512098,0.09969,82.119,0.14072,0.36056,0.63,0.701,1794.3,REALTY,Real Estate,Real Estate - Development,2026-05-11,63.0,70.1,66.55,361,9.969,14.072,36.056,82.119,8.51285,548,51.44,43.13,16.6,9.65,34.12799999999999,94,83.55736739527748,661,UNDERVALUED,88.31658291457286,67.00167504187606,17.88107202680067,65.7035175879397,90.57788944723619,84.33835845896147,87.45812395309883,46.8733850129199,41.1839863713799,44.0286856921499,58.85678391959799,98.72278056951423,78.78978224455611,70.51218604965277,61,STRONG
SENCO,54752378880.0,MID CAP,11.392297,2.5968225,0.0,116.632,0.12487,0.06143,0.461,6.594,334.25,FMCG,Consumer Cyclical,Luxury Goods,2026-05-11,46.1,659.4,352.75,74,0.0,12.487,6.143,116.632,-6.381350000000002,1912,59.04,21.36,11.42,9.48,28.979,276,1751.5001956052454,74,UNDERVALUED,42.27386934673367,62.018425460636514,11.097152428810722,43.936348408710224,86.45309882747068,97.36180904522614,91.90745393634842,87.02842377260981,46.63543441226576,66.83192909243779,80.98827470686767,81.8676716917923,81.42797319932998,70.40512116187115,62,STRONG
HINDZINC,2658148024320.0,LARGE CAP,19.197435,11.748118,0.76941,39.034,0.52458,0.35292998,0.408,0.675,629.1,OTHERS,Basic Materials,Other Industrial Metals & Mining,2026-05-11,40.8,67.5,54.15,424,76.941,52.458000000000006,35.292998,39.034,47.5865995,44,41.39,32.05,20.93,7.16,28.617999999999995,298,110.12005403933296,467,UNDERVALUED,99.79061976549414,94.68174204355108,35.5108877721943,84.89112227805697,84.54773869346734,83.58458961474037,84.06616415410386,66.8733850129199,7.197614991482112,37.035500002201005,29.962311557788944,92.58793969849246,61.2751256281407,70.3493110557166,63,STRONG
DUCON,1078753024.0,MICRO CAP,8.51282,0.44539845,0.10106,139.323,0.03376,0.011670001,5.902,0.75,3.32,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,590.2,75.0,332.6,85,10.106,3.376,1.1670001,139.323,-9.090649975000002,2015,61.69,4.49,6.73,6.88,23.933,852,336.3614610489916,199,UNDERVALUED,88.40033500837521,25.67001675041876,9.212730318257957,47.47068676716918,99.03685092127303,84.96649916247905,92.00167504187604,92.4547803617571,90.28960817717207,91.37219426946459,89.36348408710218,12.83500837520938,51.09924623115578,70.33599664283764,64,STRONG
GROWW,1198194032640.0,LARGE CAP,56.91765,12.395593,0.28718,3.028,0.61299,0.43668997,0.835,1.118,193.52,OTHERS,Financial Services,Capital Markets,2026-05-11,83.5,111.8,97.65,260,28.718,61.29900000000001,43.668997,3.028,39.05544925,60,44.14,26.56,18.99,0.99,28.0655,344,62.05022431140779,858,FAIR VALUE,98.03182579564489,96.18927973199331,73.57621440536013,92.40368509212732,93.17420435510888,88.69346733668341,90.93383584589614,19.58656330749354,6.729131175468483,13.157847241481011,37.3534338358459,89.0284757118928,63.19095477386935,70.27101668447712,65,STRONG
CREDITACC,237046464512.0,LARGE CAP,176.70645,3.3041403,0.105100006,301.484,0.56672,0.18677999,1.259,6.162,1480.8,OTHERS,Financial Services,Credit Services,2026-05-11,125.9,616.2,371.05,70,10.5100006,56.672,18.677999,301.484,-4.79880004,1815,48.89,38.78,23.42,3.92,34.208499999999994,91,113.92005963816923,452,UNDERVALUED,88.77721943048577,95.51926298157454,3.7688442211055273,74.47236180904522,95.97989949748744,97.15242881072027,96.56616415410386,4.444444444444445,37.13798977853492,20.791217111489683,51.42378559463987,96.14740368509213,73.78559463986599,70.22692013921586,66,STRONG
STCINDIA,7168200192.0,SMALL CAP,1.117273,-0.18006437,0.0,0.0,0.59236,0.0,0.0,9.222,119.47,CAPITAL GOODS,Industrials,Conglomerates,2026-05-11,0.0,922.2,461.1,61,0.0,59.236,0.0,0.0,17.770799999999998,214,46.57,11.13,4.94,6.51,20.2225,1491,24631.27131960389,11,UNDERVALUED,42.27386934673367,95.93802345058626,93.27889447236181,73.94053601340033,28.58040201005025,97.94807370184255,63.2642378559464,99.48320413436691,96.80579216354343,98.14449814895517,44.32579564489112,49.97906197654942,47.15242881072027,70.2208175527391,67,STRONG
FEDFINA,57024323584.0,MID CAP,16.703947,2.0957778,0.12555,467.341,0.38526002,0.27889,0.186,0.385,152.34,OTHERS,Financial Services,Credit Services,2026-05-11,18.6,38.5,28.55,686,12.555,38.526002,27.889000000000003,467.341,-23.809799400000006,2218,52.76,17.99,12.11,0.39,26.851499999999994,436,85.85447254610027,643,UNDERVALUED,90.36850921273032,91.75041876046902,1.7587939698492463,73.19932998324958,65.85008375209381,76.9891122278057,71.41959798994975,73.0749354005168,54.68483816013629,63.879886780326544,62.960636515912896,77.40787269681742,70.18425460636516,70.19850666929814,68,STRONG
YESBANK,712451555328.0,LARGE CAP,20.267859,1.4411783,0.07095,0.0,0.54693,0.22045,0.198,0.118,22.7,BANKING,Financial Services,Banks - Regional,2026-05-11,19.8,11.8,15.8,971,7.095,54.693000000000005,22.045,0.0,24.402400000000004,120,21.7,38.19,19.44,6.34,23.278,996,40.2559459024944,1054,FAIR VALUE,86.45309882747068,94.9748743718593,93.27889447236181,91.22696817420436,67.73450586264657,62.416247906197654,65.07537688442211,64.75452196382429,66.35434412265758,65.55443304324093,5.276381909547738,95.77051926298158,50.52345058626466,70.10628024348905,69,STRONG
AJANTPHARM,382827724800.0,LARGE CAP,36.318596,8.870272,0.25393,5.747,0.23563999,0.18774,0.267,0.186,3064.2,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,26.700000000000003,18.6,22.65,812,25.393,23.563999,18.774,5.747,20.0755497,179,61.85,32.94,23.59,7.74,36.653,49,19.847477637459843,1363,EXPENSIVE,97.48743718592965,82.1608040201005,67.71356783919597,85.40201005025126,75.41876046901173,66.72948073701842,71.07412060301507,36.5374677002584,11.584327086882453,24.060897393570425,89.57286432160804,93.25795644891123,91.41541038525963,70.03810075174592,70,STRONG
DOLPHIN,16719915008.0,SMALL CAP,32.961357,5.5348086,0.21903,57.496,0.16188,0.51208997,1.219,1.713,417.95,POWER,Energy,Oil & Gas Equipment & Services,2026-05-11,121.9,171.3,146.60000000000002,185,21.903,16.188,51.208997,57.496,19.57509925,183,62.78,10.15,9.01,1.41,27.129500000000004,412,162.543627055929,331,UNDERVALUED,96.73366834170855,71.90117252931323,26.256281407035175,72.70519262981576,95.81239530988275,92.00167504187606,93.9070351758794,40.310077519379846,21.848381601362863,31.079229560371353,91.83417085427136,42.8391959798995,67.33668341708542,69.6668509371999,71,STRONG
HDBFS,570446970880.0,LARGE CAP,22.320906,2.7669508,0.13945,480.236,0.42518002,0.28924,0.184,0.357,688.6,OTHERS,Financial Services,Credit Services,2026-05-11,18.4,35.7,27.05,714,13.945,42.518002,28.924,480.236,-23.156449400000007,2213,56.03,23.03,11.9,9.46,28.5485,302,60.61622527519184,871,FAIR VALUE,91.4572864321608,93.34170854271356,1.675041876046901,74.25460636515913,65.45226130653266,75.83752093802345,70.64489112227805,60.56847545219638,43.73935264054514,52.15391404637076,72.69681742043551,84.50586264656617,78.60134003350083,69.62090006220548,72,STRONG
GESHIP,225900494848.0,LARGE CAP,10.012023,1.483947,0.0,8.236,0.3818,0.44164002,0.176,0.369,1582.3,CAPITAL GOODS,Industrials,Marine Shipping,2026-05-11,17.599999999999998,36.9,27.25,713,0.0,38.18,44.164002,8.236,21.6714005,151,46.04,24.71,23.1,4.88,28.814,290,134.77861722852143,387,UNDERVALUED,42.27386934673367,91.58291457286433,64.40536013400336,66.42378559463987,63.735343383584585,76.34003350083752,70.03768844221105,89.30232558139535,65.54514480408858,77.42373519274196,43.111390284757114,87.60469011725294,65.35804020100502,69.49479728980467,73,STRONG
DIACABS,92088197120.0,MID CAP,87.81407,-12.794699,0.0,0.0,0.12921,0.06797,0.542,6.833,174.75,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,54.2,683.3000000000001,368.75000000000006,71,0.0,12.921,6.797000000000001,0.0,5.57555,764,55.68,11.25,15.99,5.07,26.3535,499,231.54718261083616,259,UNDERVALUED,42.27386934673367,63.484087102177554,93.27889447236181,60.958961474036855,88.73534338358459,97.44556113902848,93.09045226130654,10.594315245478036,99.48892674616695,55.0416209958225,71.67085427135679,50.87939698492462,61.2751256281407,69.47817344539565,74,STRONG
RAILTEL,106872487936.0,MID CAP,33.636364,5.0594063,0.16254,2.817,0.11559,0.08003,0.284,0.253,333.0,TELECOM,Communication Services,Telecom Services,2026-05-11,28.4,25.3,26.85,716,16.253999999999998,11.559,8.003,2.817,10.875649999999997,430,64.51,22.33,10.9,4.81,31.5215,161,29.683603278187636,1196,EXPENSIVE,93.71859296482413,58.710217755443885,74.12060301507537,75.79564489112228,77.19849246231156,70.74958123953098,73.97403685092127,39.43152454780362,23.93526405451448,31.683394301159048,97.94807370184255,83.96147403685093,90.95477386934674,69.45853815671423,75,STRONG
NITTAGELA,0.0,UNKNOWN,14.098028,2.5864408,0.20804001,0.82,0.33471,0.16530001,0.35,0.736,1287.15,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,35.0,73.6,54.3,423,20.804001,33.471000000000004,16.530001,0.82,21.3732006,156,44.13,3.58,3.33,0.89,17.263,1988,171.05387614522584,323,UNDERVALUED,96.14740368509213,89.65661641541038,81.07202680067002,90.53601340033501,81.99329983249581,84.7571189279732,83.37520938023451,80.25839793281654,46.805792163543444,63.53209504817999,37.290619765494135,8.270519262981574,22.780569514237854,69.43589974665443,76,STRONG
SHARDACROP,104421203968.0,MID CAP,18.447561,3.901502,0.0,0.148,0.12589,0.11246,0.387,3.664,1157.4,OTHERS,Basic Materials,Agricultural Inputs,2026-05-11,38.7,366.4,202.55,134,0.0,12.589,11.246,0.148,6.5734,674,56.14,16.41,8.35,1.55,26.5045,477,605.7087809640531,136,UNDERVALUED,42.27386934673367,62.395309882747064,84.61055276381909,58.789782244556115,83.89865996649917,95.56113902847572,89.72989949748745,68.78552971576227,31.303236797274277,50.04438325651827,73.07370184254607,75.54438860971524,74.30904522613065,69.42659021914287,77,STRONG
SETUINFRA,76051456.0,MICRO CAP,59.0,0.14974618,0.0,0.0,0.059860002,0.024489999,1.481,2.667,0.59,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,148.10000000000002,266.7,207.4,132,0.0,5.9860002,2.4489999,0.0,2.408050035,1082,64.65,10.39,3.66,6.45,26.0145,530,336.62713589359527,198,UNDERVALUED,42.27386934673367,36.80904522613066,93.27889447236181,50.288944723618094,96.77554438860972,94.0536013400335,95.4145728643216,18.863049095607234,94.63373083475298,56.74838996518011,98.36683417085426,44.597989949748744,71.4824120603015,69.35721568147824,78,STRONG
ASHIANA,36314603520.0,SMALL CAP,30.382673,4.26732,0.14652,39.983,0.17947,0.11271,1.716,4.099,361.25,REALTY,Real Estate,Real Estate - Development,2026-05-11,171.6,409.9,290.75,95,14.652,17.947,11.271,39.983,9.33175,501,56.48,8.39,9.53,4.69,24.1985,808,413.0839792379696,178,UNDERVALUED,92.21105527638191,75.37688442211056,34.84087102177554,74.00335008375211,97.15242881072027,96.14740368509213,96.64991624790619,44.70284237726098,29.08858603066439,36.89571420396268,73.86934673366834,33.89865996649916,53.884003350083745,69.35192341030678,79,STRONG
AMBUJACEM,1083877294080.0,LARGE CAP,22.885626,1.8167809,0.08311,1.205,0.03767,0.1163,0.094,0.772,436.2,OTHERS,Basic Materials,Building Materials,2026-05-11,9.4,77.2,43.3,506,8.311,3.767,11.63,1.205,6.825950000000001,658,63.35,36.05,19.48,3.5,37.50749999999999,30,119.45943737462486,431,UNDERVALUED,87.31155778894473,27.051926298157454,79.35510887772195,61.61641541038527,48.55527638190954,85.2177554438861,66.88651591289782,59.224806201550386,59.79557069846678,59.510188450008584,93.84422110552764,94.59798994974874,94.22110552763819,69.29713819251428,80,STRONG
